Date,Close,High,Low,Open,Volume,Daily_Return,MA_7,52_Week_High,52_Week_Low,Volatility_7
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,,,,,
2024-11-18,1759.3822021484375,1796.047127993138,1743.4050832115965,1796.047127993138,4839244,-0.02041423372095423,1759.3822021484375,1796.047127993138,1743.4050832115965,0.0
2024-11-19,1772.2999267578125,1806.24528689049,1768.2206977377823,1773.0283689800722,4669769,-0.0004108463434675367,1765.841064453125,1806.24528689049,1743.4050832115965,0.014144530861322231
2024-11-21,1781.3326416015625,1813.3354888516371,1768.26917339711,1789.0540816629436,5436504,-0.004315934403840933,1771.0049235026042,1813.3354888516371,1743.4050832115965,0.010602990617717526
2024-11-22,1847.572265625,1859.0331371970146,1781.2840242640295,1800.80625185363,6301486,0.02596948656926978,1790.1467590332031,1859.0331371970146,1743.4050832115965,0.019233474847046315
2024-11-25,1835.383056640625,1864.1323391283017,1827.904430253904,1860.927145784527,12764638,-0.013726539054344986,1799.1940185546875,1864.1323391283017,1743.4050832115965,0.01778410177493741
2024-11-26,1868.8427734375,1882.8773790978912,1842.7645663309452,1850.194581938472,6850495,0.01007904340498607,1810.8021443684895,1882.8773790978912,1743.4050832115965,0.016725021755783265
2024-11-27,1869.1827392578125,1885.5969943515,1856.7992214996743,1874.621750796134,4447143,-0.0029013914599100013,1819.1422293526787,1885.5969943515,1743.4050832115965,0.015295421880122504
2024-11-28,1803.282958984375,1859.8586361338635,1798.4266776839897,1859.8586361338635,8468790,-0.03041934265880217,1825.4137660435267,1885.5969943515,1743.4050832115965,0.01770895415881958
2024-11-29,1804.448486328125,1823.0480681141644,1791.9678666332622,1797.8925063282472,5244346,0.0036464805191644845,1830.0064174107142,1885.5969943515,1743.4050832115965,0.01784492582886093
2024-12-02,1825.7677001953125,1828.6814691911163,1782.4495729417774,1805.5655210664468,2868263,0.0111888374546128,1836.354282924107,1885.5969943515,1743.4050832115965,0.018414477316324687
2024-12-03,1837.7139892578125,1845.1441235346933,1817.3662175546285,1832.760605927078,4715792,0.00270268976467278,1834.9459577287946,1885.5969943515,1743.4050832115965,0.014807754416373189
2024-12-04,1834.9459228515625,1858.935905488834,1821.1055208927776,1829.8468273930628,4705573,0.002786624203821632,1834.883510044643,1885.5969943515,1743.4050832115965,0.014069368037115872
2024-12-05,1879.2352294921875,1893.8526842407528,1834.654541582606,1845.386971128795,9050038,0.018342092413651322,1836.3681466238838,1893.8526842407528,1743.4050832115965,0.015382136516256395
2024-12-06,1867.1431884765625,1882.2461532385446,1857.4306251975142,1877.2442779990854,3573331,-0.0053808071974998555,1836.0767822265625,1893.8526842407528,1743.4050832115965,0.015508624833808953
2024-12-09,1868.357177734375,1874.7188352688952,1842.6673778401903,1868.8912975545852,4274645,-0.0002857950170291312,1845.3730991908483,1893.8526842407528,1743.4050832115965,0.007783007655428121
2024-12-10,1892.54150390625,1909.101352624084,1876.4671647750902,1883.2659588503623,6174921,0.004925244367263973,1857.9578159877233,1909.101352624084,1743.4050832115965,0.00776876110561606
2024-12-11,1917.4056396484375,1921.1449526741415,1895.8922889888395,1898.806057875605,5025612,0.009795408907448887,1871.0489501953125,1921.1449526741415,1743.4050832115965,0.007596618359374943
2024-12-12,1929.88623046875,1941.3471020098962,1913.9091120699152,1918.4253589276038,6462130,0.0059741034426029314,1884.2164132254463,1941.3471020098962,1743.4050832115965,0.0075539224795747725
2024-12-13,1942.22119140625,1948.7771714843159,1897.6406217246506,1913.132112410419,5362693,0.015204950461670239,1899.5414515904017,1948.7771714843159,1743.4050832115965,0.008321428906968058
2024-12-16,1923.1361083984375,1942.1240981650324,1920.7564592966078,1938.0933607570853,3119221,-0.007717508692566276,1905.8130057198662,1948.7771714843159,1743.4050832115965,0.008198185556024215
2024-12-17,1919.7852783203125,1925.0300863243267,1901.7199339167669,1911.4324974199167,5811050,0.004369906293667472,1913.3333042689733,1948.7771714843159,1743.4050832115965,0.00726974919893375
2024-12-18,1922.261962890625,1927.8951783904936,1905.216367108079,1910.2669710918078,3064095,0.006279222737103326,1921.0339878627233,1948.7771714843159,1743.4050832115965,0.006949374943043073
2024-12-19,1890.259033203125,1903.4196039771014,1864.8121646312206,1878.4097533316565,5323592,0.0063081443494700535,1920.7079206194196,1948.7771714843159,1743.4050832115965,0.0069483992382748825
2024-12-20,1866.9002685546875,1923.038809987995,1856.3135514684034,1918.3768510152895,11056720,-0.026833404726166462,1913.4928676060267,1948.7771714843159,1743.4050832115965,0.01380188953458947
2024-12-23,1868.988525390625,1884.2372017118134,1854.1282567360063,1874.5732490554924,2781793,-0.002979197354747952,1904.7931954520088,1948.7771714843159,1743.4050832115965,0.01362509188739533
2024-12-24,1854.1768798828125,1886.1797274213886,1787.111585198432,1871.6594932162752,2360544,-0.009340701872764503,1892.2154366629463,1948.7771714843159,1743.4050832115965,0.011875758767446086
2024-12-26,1852.5743408203125,1864.5693327398988,1847.6209572676305,1854.1769374712999,3623321,-0.0008643170015764397,1882.1351841517858,1948.7771714843159,1743.4050832115965,0.01182688932864227
2024-12-27,1861.655517578125,1868.8428379280153,1849.1748978049127,1854.5168074679777,3937500,0.0038493639321036583,1873.8309326171875,1948.7771714843159,1743.4050832115965,0.011772177633448847
2024-12-30,1851.2144775390625,1860.9270403802957,1832.2749799986577,1860.6356160704356,7789055,-0.005063397932406596,1863.6812918526787,1948.7771714843159,1743.4050832115965,0.010976606382093596
2024-12-31,1825.9617919921875,1842.473148621904,1792.0164326986576,1837.9082915665463,3613063,-0.006500052058732558,1854.4959716796875,1948.7771714843159,1743.4050832115965,0.009782088785139012
2025-01-01,1828.3900146484375,1838.5395957247827,1820.134335963438,1820.134335963438,1838368,0.004535752401280672,1848.9945068359375,1948.7771714843159,1743.4050832115965,0.005194598527603847
2025-01-02,1901.57421875,1906.2362966487788,1831.109641782825,1832.7607301511275,7083645,0.037546356961281134,1853.6496058872767,1948.7771714843159,1743.4050832115965,0.015903860902382428
2025-01-03,1883.023193359375,1896.8149857004253,1866.7546499738073,1896.8149857004253,6218003,-0.007271026665764905,1857.7705078125,1948.7771714843159,1743.4050832115965,0.0156435049435074
2025-01-06,1882.1490478515625,1916.288731426852,1872.5821967516326,1895.8923485784164,7164403,-0.007248987917040212,1861.9954659598213,1948.7771714843159,1743.4050832115965,0.016135603840759266
2025-01-07,1875.3502197265625,1902.2540906114118,1868.357221729347,1889.0935202054077,4294832,-0.007275076819569435,1863.9518519810267,1948.7771714843159,1743.4050832115965,0.016561307938958252
2025-01-08,1877.5841064453125,1882.8774057609294,1834.460303784991,1874.5246254427705,5482050,0.0016321370021049368,1867.7189418247767,1948.7771714843159,1743.4050832115965,0.016327863767644835
2025-01-09,1862.1898193359375,1895.74665458795,1855.6338390718154,1878.4583629543145,6833503,-0.00866058249637797,1872.8943743024554,1948.7771714843159,1743.4050832115965,0.01653884875103903
2025-01-10,1910.4124755859375,1920.9507009797642,1876.709930393327,1881.3233976824297,8036913,0.015462029515681437,1884.6118687220983,1948.7771714843159,1743.4050832115965,0.01732655524477309
