Date,Close,High,Low,Open,Volume,Daily_Return,MA_7,52_Week_High,52_Week_Low,Volatility_7
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,,,
2024-11-18,1255.7347412109375,1267.8364328732807,1238.951794764919,1262.55746761959,13620611,-0.0054038937502907695,1255.7347412109375,1267.8364328732807,1238.951794764919,0.0
2024-11-19,1236.710693359375,1276.4021442257297,1230.236550606767,1255.734688515481,14183746,-0.015149693108021027,1246.2227172851562,1276.4021442257297,1230.236550606767,0.006891320813934565
2024-11-21,1218.1348876953125,1239.0014996478671,1212.407761281373,1236.7107220331202,19433843,-0.01502035521069107,1236.860107421875,1276.4021442257297,1212.407761281373,0.005589777342497427
2024-11-22,1260.3662109375,1263.8024380613526,1217.586994857739,1224.509420421979,20471957,0.029282576285255803,1242.7366333007812,1276.4021442257297,1212.407761281373,0.021070518840571102
2024-11-25,1281.8802490234375,1299.260783408558,1277.3483005192684,1284.868314871977,28923341,-0.0023255813953488233,1250.5653564453125,1299.260783408558,1212.407761281373,0.01825070948331693
2024-11-26,1290.545654296875,1292.687125909721,1279.0914013187908,1289.7986377983043,9247557,0.0005791729628788136,1257.228739420573,1299.260783408558,1212.407761281373,0.016350973964329992
2024-11-27,1288.0555419921875,1298.6632001168684,1280.8842325588682,1288.3543972122054,9572746,-0.00023196662398528554,1261.632568359375,1299.260783408558,1212.407761281373,0.014932198935036585
2024-11-28,1265.7447509765625,1291.442044503892,1264.0017125526565,1284.818474176107,15027412,-0.014845461505194769,1263.0625697544642,1299.260783408558,1212.407761281373,0.015779553912435205
2024-11-29,1287.0595703125,1294.3305794929802,1270.177046170391,1274.9081506356404,13202307,0.009531211853027381,1270.2552664620537,1299.260783408558,1212.407761281373,0.015237947833847396
2024-12-02,1303.9422607421875,1306.133460567327,1271.9699779978703,1282.876370557777,11024152,0.0164208264084336,1282.513462611607,1306.133460567327,1212.407761281373,0.014337435987241489
2024-12-03,1318.035888671875,1321.5219654799555,1301.8006823317874,1311.7609017834461,16869482,0.004783636164103936,1290.751988002232,1321.5219654799555,1212.407761281373,0.00984807560233821
2024-12-04,1303.742919921875,1323.1156203515295,1298.8625094957517,1320.7251432865569,19608540,-0.012858257034785067,1293.8752267020088,1323.1156203515295,1212.407761281373,0.011312612557029584
2024-12-05,1316.7908935546875,1324.6593698468237,1300.9541199209712,1309.1214514378748,16858723,0.00585846493340165,1297.624546595982,1324.6593698468237,1212.407761281373,0.0114946277503746
2024-12-06,1306.3326416015625,1318.6334884089777,1304.7887589399247,1318.6334884089777,9037514,-0.009328480518310646,1300.235560825893,1324.6593698468237,1212.407761281373,0.012182008331605076
2024-12-09,1289.9979248046875,1309.7689372979064,1287.9560310594236,1297.8166732313093,14650002,-0.0060245399738583045,1303.7002999441963,1324.6593698468237,1212.407761281373,0.01077268010558007
2024-12-10,1279.73876953125,1289.7488386952925,1275.107243177966,1284.121290398709,16043729,-0.0034128558573297777,1302.6544712611608,1324.6593698468237,1212.407761281373,0.010199462652792826
2024-12-11,1273.115234375,1284.8683422637005,1270.9738844056644,1279.8882324099652,11724373,-0.005291866792315136,1298.2506103515625,1324.6593698468237,1212.407761281373,0.0069148367724566825
2024-12-12,1257.876220703125,1273.1152845047754,1255.5853214463157,1264.9479526569407,20906813,-0.005590531957431158,1289.6563720703125,1324.6593698468237,1212.407761281373,0.005802424965889285
2024-12-13,1267.78662109375,1270.1272485556606,1234.6688884780408,1254.9877622795104,28630222,0.010198393322172499,1284.5197579520088,1324.6593698468237,1212.407761281373,0.00714330034893144
2024-12-16,1263.2547607421875,1275.904191603511,1261.511722229068,1269.9280595585296,9486781,-0.0052548636642157556,1276.8717389787946,1324.6593698468237,1212.407761281373,0.006306778485857977
2024-12-17,1240.34619140625,1258.8721754853295,1237.8561365143116,1256.033537225462,17462791,-0.012489591523061389,1267.445103236607,1324.6593698468237,1212.407761281373,0.006878491372873475
2024-12-18,1248.2645263671875,1254.9378248920182,1235.714673937889,1235.714673937889,12670179,0.010155946752097257,1261.483189174107,1324.6593698468237,1212.407761281373,0.008584410465268838
2024-12-19,1225.55517578125,1239.947766097918,1224.1109925687356,1234.0712121990753,14244653,-0.006900765801553671,1253.74267578125,1324.6593698468237,1212.407761281373,0.008800972162291096
2024-12-20,1200.50537109375,1234.5692750261348,1196.7204388413884,1219.1309339507777,20312896,-0.015277737885518802,1243.369838169643,1324.6593698468237,1196.7204388413884,0.010104551256793404
2024-12-23,1217.437744140625,1222.3181546925216,1208.3738466363206,1210.1667348774333,10052824,0.006008270640432111,1237.5929129464287,1324.6593698468237,1196.7204388413884,0.010658440496719442
2024-12-24,1217.8858642578125,1228.6429501715868,1216.1428258096823,1217.4377030050357,6734917,0.00036811842747320073,1230.4642333984375,1324.6593698468237,1196.7204388413884,0.00936172380548694
2024-12-26,1211.7105712890625,1222.8161189414398,1209.4196721335327,1219.3798917928577,10016178,-0.006289525155707636,1223.1007777622767,1324.6593698468237,1196.7204388413884,0.009405035522119848
2024-12-27,1216.1927490234375,1223.0154756156849,1212.1588111658666,1213.4536884394554,7000397,0.002257243609770257,1219.6502859933037,1324.6593698468237,1196.7204388413884,0.008676399326483895
2024-12-30,1205.8837890625,1218.3340640862093,1203.294156174512,1211.5611874241417,8818766,-0.004686018684464674,1213.5958949497767,1324.6593698468237,1196.7204388413884,0.007047266063707691
2024-12-31,1210.6148681640625,1214.2503727116298,1201.3519366916562,1203.1945530395503,6405475,0.00616717812241314,1211.4615652901787,1324.6593698468237,1196.7204388413884,0.007697978325146359
2025-01-01,1216.391845703125,1221.4218053468785,1206.7802092584152,1210.0172807004092,5892590,0.005268160301831358,1213.7310616629463,1324.6593698468237,1196.7204388413884,0.00511242857622264
2025-01-02,1236.860107421875,1239.4994683243335,1215.1467802555553,1216.3918076943417,15486276,0.016827061476458644,1216.5056849888392,1324.6593698468237,1196.7204388413884,0.007735662086465757
2025-01-03,1246.1729736328125,1257.0296379589822,1230.5852047154665,1238.9518139936486,15521102,0.005828442686473166,1220.5467006138392,1324.6593698468237,1196.7204388413884,0.0077196052317156745
2025-01-06,1213.15478515625,1256.9797527645217,1210.1667191829588,1248.961727102304,14816766,-0.028669366858125468,1220.7530168805804,1324.6593698468237,1196.7204388413884,0.014321402349845384
2025-01-07,1235.913818359375,1239.5493228115217,1216.3918123612464,1217.1388288273843,10070505,0.01542551193611902,1223.5703125,1324.6593698468237,1196.7204388413884,0.015424197106859305
2025-01-08,1260.4658203125,1265.9937909556584,1240.395953024955,1244.0314575822304,19346579,0.013210568454763798,1231.3677455357142,1324.6593698468237,1196.7204388413884,0.01555422786841877
2025-01-09,1249.758544921875,1264.6988742096441,1243.0852464738894,1261.9598138402198,12794704,-0.00966850828729292,1236.9596993582588,1324.6593698468237,1196.7204388413884,0.01645862818384781
2025-01-10,1236.959716796875,1251.750618829338,1231.0831628192257,1248.8621307808614,8120332,-0.009530606854532735,1239.8979666573662,1324.6593698468237,1196.7204388413884,0.017000771785103817
2025-01-13,1234.9178466796875,1240.2963897717905,1221.5213994754447,1225.1070543419412,13764861,0.008008110232469532,1239.6205008370537,1324.6593698468237,1196.7204388413884,0.015877929728229708
2025-01-14,1233.822265625,1248.3641626627486,1222.3680125031533,1239.1509590647415,13095266,-0.004300277864259089,1237.8561139787946,1324.6593698468237,1196.7204388413884,0.015635976415053137
2025-01-15,1247.2186279296875,1251.9995818882041,1236.90982514039,1239.9974688456068,9578856,0.005823527277683335,1242.722377232143,1324.6593698468237,1196.7204388413884,0.010503286189998844
2025-01-16,1261.4119873046875,1269.9280238633037,1246.3223515830243,1253.8920943102864,14117603,0.0059972409336685704,1246.3649727957588,1324.6593698468237,1196.7204388413884,0.009113473746344835
2025-01-17,1297.169189453125,1320.7251333812799,1279.888232575373,1316.9900509904955,29366277,-0.015050122453441063,1251.6083112444196,1324.6593698468237,1196.7204388413884,0.009248921176754493
2025-01-20,1300.2568359375,1310.764916385877,1295.0775703121099,1310.764916385877,14040244,-0.008016754428666447,1258.8223528180804,1324.6593698468237,1196.7204388413884,0.009059880655606218
2025-01-21,1268.6331787109375,1307.776892128252,1265.1471016946018,1305.2868371165837,14562976,-0.02808092241749344,1263.347133091518,1324.6593698468237,1196.7204388413884,0.013232337722345281
2025-01-22,1272.0196533203125,1277.7966294698952,1263.6530443254642,1273.2149526536994,10273590,-0.0009388040337537292,1268.6473911830358,1324.6593698468237,1196.7204388413884,0.012143810438426847
2025-01-23,1258.6231689453125,1272.2686211078578,1256.581275301743,1264.9478840486133,8720682,-0.004999980776328779,1272.1903773716517,1324.6593698468237,1196.7204388413884,0.012126835459157397
2025-01-24,1241.34228515625,1267.9360243063209,1238.5533748820974,1260.9638702056575,14235970,-0.015560782916172923,1271.3508998325892,1324.6593698468237,1196.7204388413884,0.011170594958528943
2025-01-27,1224.4595947265625,1235.515414368934,1215.1468135462453,1234.1708090151494,9536019,-0.007868614471878756,1266.071986607143,1324.6593698468237,1196.7204388413884,0.008973380538797
2025-01-28,1229.4896240234375,1239.7984277662488,1213.6528493538253,1233.0752790316255,10568025,-0.0029078962729704337,1256.4034772600446,1324.6593698468237,1196.7204388413884,0.009339376486790335
2025-01-29,1230.585205078125,1237.8063647194172,1223.1648896668228,1231.0832160878692,5928156,-0.00040453074433652764,1246.4503871372767,1324.6593698468237,1196.7204388413884,0.009997237448754283
2025-01-30,1248.0654296875,1251.9996679975989,1227.497550840604,1230.635044492625,9269259,0.014163732190855469,1243.5121372767858,1324.6593698468237,1196.7204388413884,0.009038647851652896
2025-01-31,1260.0673828125,1261.9598488917904,1244.0314532484974,1250.8541794958078,6584612,0.007365529465957301,1241.8046700613838,1324.6593698468237,1196.7204388413884,0.009811857377218429
2025-02-01,1259.5693359375,1265.495739501575,1236.0632421918099,1260.0673469134033,7118453,-0.0003952256814869465,1241.9398367745537,1324.6593698468237,1196.7204388413884,0.009688469363135914
2025-02-03,1240.94384765625,1251.003645649064,1232.6270881824535,1246.0235355947286,9252345,-0.004076719093475298,1241.8829171316963,1324.6593698468237,1196.7204388413884,0.007497108672877506
2025-02-04,1280.08740234375,1283.6731787459128,1241.6409781641657,1243.0852829885687,16691069,0.029766356227967337,1249.8297467912946,1324.6593698468237,1196.7204388413884,0.01221905905569246
2025-02-05,1273.115234375,1285.366353249074,1271.6212014188793,1277.5476050956522,10112028,-0.0034694368358354493,1256.061976841518,1324.6593698468237,1196.7204388413884,0.012290575393052795
2025-02-06,1276.4520263671875,1282.8763195509282,1265.2965071593937,1268.6331564996678,9956001,0.0061632236454334695,1262.6143798828125,1324.6593698468237,1196.7204388413884,0.011954174762851258
2025-02-07,1261.6610107421875,1278.5933846345008,1256.979756005846,1271.073491533156,8764283,-0.007405142860477063,1264.556605747768,1324.6593698468237,1196.7204388413884,0.012585257454434035
2025-02-10,1248.6629638671875,1261.461821832557,1240.5952102474196,1259.469777897567,6970972,-0.008580447280298574,1262.9274030412946,1324.6593698468237,1196.7204388413884,0.013296076910734714
2025-02-11,1229.937744140625,1259.5196705337273,1225.2066396338644,1259.5196705337273,8859714,-0.02348667280485333,1258.6943184988838,1324.6593698468237,1196.7204388413884,0.016407294541441502
2025-02-12,1211.7105712890625,1222.0193743195214,1188.6027887286011,1214.5989377224967,21131654,-0.0023780412971957264,1254.5181361607142,1324.6593698468237,1188.6027887286011,0.016376817609754988
